,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,year
208580,180116007,06/12/2018 12:00:00 AM,01/01/2010 12:00:00 AM,800,1,Central,165,2,354,THEFT OF IDENTITY,0377 1202,68,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 E  7TH                          ST,,34.0433,-118.2488,2018
208581,180124158,09/19/2018 12:00:00 AM,01/01/2010 12:00:00 AM,5,1,Central,176,2,354,THEFT OF IDENTITY,0100 1822,36,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 E  9TH                          ST,,34.0404,-118.2504,2018
208582,180204100,01/02/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1200,2,Rampart,205,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,519,9,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,821,,,600 N  VENDOME                      ST,,34.0778,-118.2778,2018
208583,180204779,01/17/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1,2,Rampart,245,2,813,CHILD ANNOYING (17YRS & UNDER),0510 0522 0558 1258 0602,7,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,,,,500 S  PARK VIEW                    ST,,34.0632,-118.2771,2018
208584,180204978,01/20/2018 12:00:00 AM,07/28/2010 12:00:00 AM,1200,2,Rampart,231,2,354,THEFT OF IDENTITY,0927 1822,19,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,200 S  RENO                         ST,,34.0699,-118.2823,2018
208585,180212250,05/26/2018 12:00:00 AM,04/01/2010 12:00:00 AM,900,2,Rampart,216,2,354,THEFT OF IDENTITY,1822 0917,45,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2300    BELLEVUE                     AV,,34.074,-118.2691,2018
208586,180213754,06/18/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1200,2,Rampart,285,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259 1258 0551 0360 0522 0602,8,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,1600 W  12TH                         PL,,34.0455,-118.2765,2018
208587,180220837,10/12/2018 12:00:00 AM,10/09/2010 12:00:00 AM,1600,2,Rampart,205,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,54,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,900 N  VENDOME                      ST,,34.0825,-118.2753,2018
208588,180322108,09/24/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1100,3,Southwest,399,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0515 1258 2024 0360 0510,9,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,,,4100 S  FIGUEROA                     ST,,34.0092,-118.2827,2018
208589,180322489,10/04/2018 12:00:00 AM,01/01/2010 12:00:00 AM,800,3,Southwest,397,1,121,"RAPE, FORCIBLE",515,0,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,,,4300    KENWOOD                      AV,,34.0055,-118.2991,2018
208590,180322491,10/04/2018 12:00:00 AM,01/01/2010 12:00:00 AM,800,3,Southwest,397,1,121,"RAPE, FORCIBLE",515,4,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,4300    KENWOOD                      AV,,34.0055,-118.2991,2018
208591,180323118,10/12/2018 12:00:00 AM,10/11/2010 12:00:00 AM,2100,3,Southwest,397,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913 1814,11,F,B,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,440,,,,1000 W  43RD                         ST,,34.0055,-118.2915,2018
208592,180325243,11/10/2018 12:00:00 AM,10/19/2010 12:00:00 AM,1100,3,Southwest,319,1,480,BIKE - STOLEN,1251 0344 0397,12,F,B,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,480,,,,2400 S  FIGUEROA                     ST,,34.0295,-118.2752,2018
208593,180406427,02/24/2018 12:00:00 AM,05/29/2010 12:00:00 AM,1032,4,Hollenbeck,443,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0500 0541,50,F,B,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,815,,,,1200 N  STATE                        ST,,34.0594,-118.2094,2018
208594,180408285,04/05/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1200,4,Hollenbeck,459,2,354,THEFT OF IDENTITY,928,21,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3100    MALABAR                      ST,,34.0459,-118.1966,2018
208595,180413437,08/11/2018 12:00:00 AM,03/01/2010 12:00:00 AM,1900,4,Hollenbeck,426,2,624,BATTERY - SIMPLE ASSAULT,0510 0522 0305 0448,38,F,H,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,5000    NAVARRO                      ST,,34.0868,-118.1737,2018
208596,180414653,09/10/2018 12:00:00 AM,09/08/2010 12:00:00 AM,1430,4,Hollenbeck,423,1,310,BURGLARY,0344 1607,43,M,H,118,CONSTRUCTION SITE,,,IC,Invest Cont,310,,,,1800    SICHEL                       ST,,34.064,-118.2128,2018
208597,180509507,05/29/2018 12:00:00 AM,01/01/2010 12:00:00 AM,600,5,Harbor,525,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0503 0505 0522 0529 0551 0913 1251 1258 2024,4,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,400    BAYVIEW                      AV,,33.7738,-118.2698,2018
208598,180511594,05/30/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1000,5,Harbor,529,1,121,"RAPE, FORCIBLE",0443 0344 0432 0439 0444 0527 1251 1258 1305 1309,8,F,H,122,"VEHICLE, PASSENGER/TRUCK",207,OTHER KNIFE,IC,Invest Cont,121,812,,,500    BROAD                        AV,,33.7757,-118.2608,2018
208599,180512626,06/29/2018 12:00:00 AM,06/28/2010 12:00:00 AM,2200,5,Harbor,501,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,1300 W  186TH                        ST,,33.862,-118.2967,2018
208600,180515156,08/28/2018 12:00:00 AM,06/01/2010 12:00:00 AM,1,5,Harbor,563,1,121,"RAPE, FORCIBLE",0400 0516 0527 1251 1258 1817,17,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,121,812,,,600 W  13TH                         ST,,33.7324,-118.2902,2018
208601,180515475,09/05/2018 12:00:00 AM,09/05/2010 12:00:00 AM,1230,5,Harbor,511,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1300 1309 0344 0314,22,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,440,,,,1400 W  255TH                        ST,,33.7925,-118.3012,2018
208602,180516361,05/24/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1,5,Harbor,563,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1817 0913 0522 1258,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,700 W  15TH                         ST,,33.7306,-118.2924,2018
208603,180606314,02/05/2018 12:00:00 AM,04/01/2010 12:00:00 AM,1200,6,Hollywood,659,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0913,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,1400 N  HOBART                       BL,,34.0967,-118.3056,2018
208604,180607733,03/06/2018 12:00:00 AM,02/10/2010 12:00:00 AM,2000,6,Hollywood,645,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1218,31,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,7000    FRANKLIN                     AV,,34.1041,-118.3417,2018
208605,180619072,08/19/2018 12:00:00 AM,09/09/2010 12:00:00 AM,1730,6,Hollywood,645,1,440,THEFT PLAIN - PETTY ($950 & UNDER),,30,M,O,716,THEATRE/MOVIE,,,IC,Invest Cont,440,,,,6900    HOLLYWOOD                    BL,,34.1016,-118.3401,2018
208606,180620846,09/25/2018 12:00:00 AM,07/01/2010 12:00:00 AM,1200,6,Hollywood,678,2,354,THEFT OF IDENTITY,1822 0923,22,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900 N  SERRANO                      AV,,34.0863,-118.3064,2018
208607,180623707,11/11/2018 12:00:00 AM,11/11/2010 12:00:00 AM,1815,6,Hollywood,679,1,210,ROBBERY,0344 0444 0448 0561 2000 0340 0370 0429 0329,51,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,SANTA MONICA                 BL,ARDMORE                      AV,34.0908,-118.3019,2018
208608,180700956,06/13/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1200,7,Wilshire,789,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0500 0515,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,2000    5TH                          AV,,34.0387,-118.3225,2018
208609,180701156,10/05/2018 12:00:00 AM,10/05/2010 12:00:00 AM,2200,7,Wilshire,784,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0444 0429 0421 1402,56,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,930,998,,,2400    ALSACE                       AV,,34.0352,-118.3541,2018
208610,180705376,01/10/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1800,7,Wilshire,765,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1813 2000,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1500 S  MANSFIELD                    AV,,34.0467,-118.3463,2018
208611,180710246,05/10/2018 12:00:00 AM,05/09/2010 12:00:00 AM,1300,7,Wilshire,778,2,354,THEFT OF IDENTITY,0100 1202 1822,61,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800    12TH                         AV,,34.0412,-118.3279,2018
208612,180714434,08/03/2018 12:00:00 AM,08/02/2010 12:00:00 AM,2245,7,Wilshire,736,1,320,"BURGLARY, ATTEMPTED",1609 1402 1414,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,320,,,,300 S  LA BREA                      AV,,34.0669,-118.3456,2018
208613,180714567,08/04/2018 12:00:00 AM,04/15/2010 12:00:00 AM,200,7,Wilshire,717,1,121,"RAPE, FORCIBLE",0552 1259 0500 0507 0527,14,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,121,812,,,400 N  LAS PALMAS                   AV,,34.0783,-118.3358,2018
208614,180715539,08/24/2018 12:00:00 AM,04/01/2010 12:00:00 AM,1200,7,Wilshire,785,2,354,THEFT OF IDENTITY,1822,30,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2100    WEST VIEW                    ST,,34.0372,-118.3423,2018
208615,180719075,11/01/2018 12:00:00 AM,11/17/2010 12:00:00 AM,800,7,Wilshire,732,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822,49,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,6300    WILSHIRE                     BL,,34.0665,-118.3662,2018
208616,180806365,02/20/2018 12:00:00 AM,12/28/2010 12:00:00 AM,1200,8,West LA,806,2,434,FALSE IMPRISONMENT,1501,19,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,434,,,,200 N  CAROLWOOD                    DR,,34.0817,-118.4256,2018
208617,180807630,03/09/2018 12:00:00 AM,03/13/2010 12:00:00 AM,1200,8,West LA,884,2,354,THEFT OF IDENTITY,1822,20,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2300    WESTWOOD                     BL,,34.0424,-118.4305,2018
208618,180815452,08/30/2018 12:00:00 AM,08/28/2010 12:00:00 AM,2000,8,West LA,898,1,310,BURGLARY,0344 1609 0358 1822,41,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,9000    BEVERLYWOOD                  ST,,34.0383,-118.3884,2018
208619,180817672,10/13/2018 12:00:00 AM,08/31/2010 12:00:00 AM,800,8,West LA,838,2,354,THEFT OF IDENTITY,0100 0927 1813,53,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900    GAYLEY                       AV,,34.0626,-118.4491,2018
208620,180818455,02/11/2018 12:00:00 AM,06/11/2010 12:00:00 AM,1,8,West LA,848,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0500 0940 0413 0519,21,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,821,,,,2300    FOX HILLS                    DR,,34.0508,-118.415,2018
208621,180905913,02/05/2018 12:00:00 AM,07/01/2010 12:00:00 AM,5,9,Van Nuys,989,2,354,THEFT OF IDENTITY,0377 1822 0928,43,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,13500    VENTURA                      BL,,34.1474,-118.4271,2018
208622,180906585,02/19/2018 12:00:00 AM,01/09/2010 12:00:00 AM,2359,9,Van Nuys,941,2,860,BATTERY WITH SEXUAL CONTACT,0522 1259,9,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,14600    BURBANK                      BL,,34.1766,-118.4589,2018
208623,180910432,05/04/2018 12:00:00 AM,10/15/2010 12:00:00 AM,1900,9,Van Nuys,931,1,310,BURGLARY,344,41,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,440,,,15500    ERWIN                        ST,,34.183,-118.4704,2018
208624,180911616,05/26/2018 12:00:00 AM,08/01/2010 12:00:00 AM,1200,9,Van Nuys,906,1,121,"RAPE, FORCIBLE",533,14,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,7300    LENNOX                       AV,,34.203,-118.4458,2018
208625,180917470,09/13/2018 12:00:00 AM,12/01/2010 12:00:00 AM,730,9,Van Nuys,946,2,354,THEFT OF IDENTITY,928,34,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,13900    OXNARD                       ST,,34.1794,-118.4355,2018
208626,181004886,01/20/2018 12:00:00 AM,01/01/2010 12:00:00 AM,5,10,West Valley,1024,2,354,THEFT OF IDENTITY,1822 0928,41,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6600    YOLANDA                      AV,,34.1905,-118.5404,2018
208627,181006869,03/04/2018 12:00:00 AM,03/04/2010 12:00:00 AM,1825,10,West Valley,1015,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,62,M,B,104,DRIVEWAY,,,IC,Invest Cont,440,,,,18300    SATICOY                      ST,,34.2084,-118.5317,2018
208628,181008167,04/01/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1200,10,West Valley,1079,2,354,THEFT OF IDENTITY,377,20,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4700    GLORIA                       AV,,34.1558,-118.4793,2018
208629,181106335,02/22/2018 12:00:00 AM,02/21/2010 12:00:00 AM,1200,11,Northeast,1124,1,820,ORAL COPULATION,1257 0512 0550 0360 0364,5,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,812,820,,,3300 N  SAN FERNANDO                 RD,,34.1178,-118.2488,2018
208630,181107282,03/14/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1,11,Northeast,1124,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0913 0360 0515,5,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,812,815,,,3400    DREW                         ST,,34.1211,-118.2414,2018
208631,181108647,04/09/2018 12:00:00 AM,04/09/2010 12:00:00 AM,1305,11,Northeast,1148,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0419 1814,49,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,4500 N  FIGUEROA                     ST,,34.0961,-118.2072,2018
208632,181110156,05/07/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1200,11,Northeast,1162,2,354,THEFT OF IDENTITY,0930 1822,40,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1100 N  VIRGIL                       AV,,34.0909,-118.2867,2018
208633,181111315,06/01/2018 12:00:00 AM,10/01/2010 12:00:00 AM,1,11,Northeast,1132,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 0500 0522,15,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810,812,,,4000    CROMWELL                     AV,,34.1154,-118.2794,2018
208634,181114371,08/02/2018 12:00:00 AM,08/02/2010 12:00:00 AM,1300,11,Northeast,1101,1,330,BURGLARY FROM VEHICLE,1609 0344 0358 1307,47,M,A,108,PARKING LOT,305,FIXED OBJECT,IC,Invest Cont,330,,,,2800 E  OBSERVATORY                  RD,,34.1192,-118.3004,2018
208635,181115714,08/28/2018 12:00:00 AM,06/01/2010 12:00:00 AM,1200,11,Northeast,1128,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259 0360 0522 0551 0546 0503,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,YORK,AVENUE 64,34.1144,-118.1815,2018
208636,181118424,10/23/2018 12:00:00 AM,10/23/2010 12:00:00 AM,1740,11,Northeast,1189,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,16,F,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,2200 N  FIGUEROA                     ST,,34.0827,-118.2239,2018
208637,181118958,11/03/2018 12:00:00 AM,11/03/2010 12:00:00 AM,420,11,Northeast,1115,2,888,TRESPASSING,1501,45,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,1600    LINDA ROSA                   AV,,34.1351,-118.2015,2018
208638,181118959,11/03/2018 12:00:00 AM,11/03/2010 12:00:00 AM,420,11,Northeast,1115,2,888,TRESPASSING,1501,45,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,1600    LINDA ROSA                   AV,,34.1351,-118.2015,2018
208639,181119734,11/20/2018 12:00:00 AM,11/20/2010 12:00:00 AM,515,11,Northeast,1127,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1100 0906 1402 0430,27,M,H,103,ALLEY,102,HAND GUN,IC,Invest Cont,230,998,,,5700    FAYETTE                      ST,,34.1199,-118.1935,2018
208640,181120151,11/30/2018 12:00:00 AM,08/01/2010 12:00:00 AM,1200,11,Northeast,1161,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1817 0400,9,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,760,,,,1100 N  ALEXANDRIA                   AV,,34.0909,-118.2984,2018
208641,181207078,02/10/2018 12:00:00 AM,02/09/2010 12:00:00 AM,1300,12,77th Street,1215,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1601 0344 0385,48,M,H,101,STREET,,,IC,Invest Cont,420,,,,1000 W  54TH                         ST,,33.9932,-118.2915,2018
208642,181212962,04/19/2018 12:00:00 AM,09/17/2010 12:00:00 AM,1,12,77th Street,1215,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,515,4,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,815,,,1000 W  58TH                         ST,,33.9897,-118.2915,2018
208643,181218382,07/15/2018 12:00:00 AM,07/14/2010 12:00:00 AM,2200,12,77th Street,1268,1,330,BURGLARY FROM VEHICLE,1607 0344,43,M,H,101,STREET,,,IC,Invest Cont,330,,,,83RD,SAN PEDRO,33.9638,-118.2695,2018
208644,191117898,10/11/2019 12:00:00 AM,01/01/2010 12:00:00 AM,700,11,Northeast,1132,2,354,THEFT OF IDENTITY,1822 0100,51,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3100    RIVERSIDE                    DR,,34.1128,-118.2679,2019
208645,181312770,05/23/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1200,13,Newton,1323,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0432 0913 1258 1251 0551,9,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,800 E  22ND                         ST,,34.0245,-118.2582,2018
208646,181313188,04/26/2018 12:00:00 AM,06/01/2010 12:00:00 AM,1200,13,Newton,1342,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1257 0522 0360 0400,5,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,38TH                         ST,WALL                         ST,34.0128,-118.2712,2018
208647,181313189,05/01/2018 12:00:00 AM,07/01/2010 12:00:00 AM,1200,13,Newton,1342,2,813,CHILD ANNOYING (17YRS & UNDER),1258 1251 0360 0528 0529 0536 0538,10,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,813,,,,38TH                         ST,WALL                         ST,34.0128,-118.2712,2018
208648,181317718,08/20/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1200,13,Newton,1364,1,820,ORAL COPULATION,1259 0512 0360 0913,7,F,H,121,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,820,,,1100 E  49TH                         ST,,33.9989,-118.2565,2018
208649,181320736,10/09/2018 12:00:00 AM,01/01/2010 12:00:00 AM,700,13,Newton,1371,2,860,BATTERY WITH SEXUAL CONTACT,1259 0522 0913 0551 1807,16,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,54TH                         ST,BROADWAY,33.9933,-118.2783,2018
208650,181320767,10/05/2018 12:00:00 AM,06/20/2010 12:00:00 AM,900,13,Newton,1345,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,-7,F,H,721,HIGH SCHOOL,,,IC,Invest Cont,341,,,,1300 E  41ST                         ST,,34.0104,-118.2535,2018
208651,181408458,03/14/2018 12:00:00 AM,03/05/2010 12:00:00 AM,2100,14,Pacific,1446,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,-7,M,X,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,12200    VENICE                       BL,,34.0049,-118.4312,2018
208652,181409691,04/03/2018 12:00:00 AM,04/03/2010 12:00:00 AM,730,14,Pacific,1494,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,400,-3,M,O,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,627,,,,700    WORLD                        WY,,33.9432,-118.4013,2018
208653,181410154,04/12/2018 12:00:00 AM,04/05/2010 12:00:00 AM,1130,14,Pacific,1406,2,662,"BUNCO, GRAND THEFT",701,25,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,3700    MENTONE                      AV,,34.0222,-118.4068,2018
208654,181417917,08/10/2018 12:00:00 AM,08/09/2010 12:00:00 AM,1815,14,Pacific,1412,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1300 1606,58,F,W,104,DRIVEWAY,,,IC,Invest Cont,331,,,,100    VISTA                        PL,,33.9925,-118.4761,2018
208655,181418624,08/21/2018 12:00:00 AM,08/14/2010 12:00:00 AM,1800,14,Pacific,1477,1,310,BURGLARY,344,19,M,A,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,8400    VICKSBURG                    AV,,33.9621,-118.3945,2018
208656,181505043,01/18/2018 12:00:00 AM,06/01/2010 12:00:00 AM,1,15,N Hollywood,1544,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448 0426,28,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,MAGNOLIA                     BL,LAUREL CANYON,34.1649,-118.3965,2018
208657,181512026,05/29/2018 12:00:00 AM,07/11/2010 12:00:00 AM,1,15,N Hollywood,1522,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0422 0512 0515 0510 0537 0364 1251 1258,9,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,,,6600    COLDWATER CANYON             AV,,34.1936,-118.4166,2018
